"cat","type","name","book","page","desc","sum","cost"
"Gear","Nanodrugs","Petals (Low)","EP","322",,"Nano-guided-halucinogen, subject may incur 1d10 SV from a bad trip. Oral, 2hours to 1day, +10 to -20 mental.","Low"
"Gear","Nanodrugs","Petals (Moderate)","EP","322",,"Nano-guided-halucinogen, subject may incur 1d10 SV from a bad trip. Oral, 2hours to 1day, +10 to -20 mental.","Moderate"
"Gear","Nanodrugs","Petals (High)","EP","322",,"Nano-guided-halucinogen, subject may incur 1d10 SV from a bad trip. Oral, 2hours to 1day, +10 to -20 mental.","High"
"Gear","Narcoalgorithms","DDR","EP","323",,"User is forced to dance through motor impulse and pleasure receptor feedback. Suffers -20 to phys. Actions, resisted by WILx3 test ","Low"
"Gear","Narcoalgorithms","Linkstate","EP","323",,"Causes catatonia and euphoric hallucination based on random sampling of XP feeds. Last 3-4 hours.","Low"
"Gear","Chemicals","Atropine","EP","323",,"Effective as an antidote against nerve agents. Easily synthesized. Poisonous at heigh dosages.","Trivial"
"Gear","Chemicals","DMSO","EP","323",,"Allows any chemical to be absorbed by the skin.","Trivial"
"Gear","Chemicals","Liquid Thermite","EP","323",,"Gel from thermite burns at 2500C. Inflicts 3d10+5DV per Action Turn. Activated by an electric charge.","Moderate"
"Gear","Chemicals","NotWater","EP","323",,"Liquid fire retardant that cannot be absorbed.","Trivial"
"Gear","Chemicals","Scrapper's Gel","EP","323",,"Potent acid that inflicts 1d10+5DV per Action Turn to anything it touches. Activated by an electric charge.","Low"
"Gear","Chemicals","Slip","EP","323",,"Nearly frictionless liquid. Applied to surfaces it requires anyone walking to make COO Test or fall, SOM test to hold, -30 to grapple.","Low"
"Gear","Chemicals","Tracker's Dye","EP","323",,"Colorless dye only visible under pre-specified wavelengths of light.","Trivial"
"Gear","Toxins","BTX","EP","323",,"Neurotoxin causes paralysis, cardiac arrest. Affected suffer 2d10+10DV/Turn for 3 Turns. Must make SOMx2 test or be paralyzed for 1 hr.","High"
"Gear","Toxins","CR Gas","EP","324",,"Caused blindness, coughing and panic. Affected characters suffer 1d10+2DV, -20 visual perception, -20 to all actions. Lasts 20 min.","Low"
"Gear","Toxins","Flight","EP","324",,"Causes panic and terror. Affected must make WILx3 test or suffer 1d10SV, -30 to resist intimidation or fear. Lasts 1 hr.","Low"
"Gear","Toxins","Nervex","EP","324",,"Causes seizures, respiratory failure. -20 to all actions on exposure, make SOM test or be incapacitated, death after 10 min.","High"
"Gear","Toxins","Oxytocin-A","EP","324",,"Induces trust. Affected suffer -30 on all WIL and Kinesics tests.","Low"
"Gear","Toxins","Twitch","EP","324",,"Non lethal nerve agent causes convulsions. -20 to all physical actions on exposure, make SOM test or be incapacitated. Lasts 10 min.","Low"
"Gear","Nanotoxins","Disruption","EP","324",,"Inflicts symptoms of M.S. Affected suffer -5 COO, REF, COG each hour. If any Aptitude is reduced to 0 morph is paralyzed, catatonic.","Moderate"
"Gear","Nanotoxins","Necrosis","EP","324",,"Attacks the walls of cell. Inflicts 1d10+2DV per Turn for 15 Turns. Only affects biomorphs.","Moderate"
"Gear","Nanotoxins","Neuropath","EP","324",,"Stimulates systemic agony. -30 to all actions on exposure, make WILx3 or be incapacitated. Works on bio Or synth morphs.","Moderate"
"Gear","Nanotoxins","Nutcracker","EP","324",,"Attacks Cortical Stack. Stack destroyed in 6 hours. Character aware of problem in 1 hour. All connections to stack severed in 3 hours.","High"
"Gear","Pathogens","Degen","EP","324",,"Neurological disease. Make DURx2 or become infected, symptoms appear after one week; -5 to all aptitudes/day. Death if Aptitude =0 ","Expensive"
"Gear","Pathogens","Trigger","EP","324",,"Causes allergic anaphylactic shock. Make DUR test or die. (DURx2 with medichines)","Expensive"
"Gear","Psi Drugs","Inhibitor","EP","325",,"Blocks Psi waves. -30 to all psi skills, -10 COG, Strain is doubled on exposure. Make WILx2 test or loose all psi abilities for 6 hours","High"
"Gear","Psi Drugs","Psi-Opener","EP","325",,"Imbues character with 1 psi sleight. Inflicts 1d10SV (+2 for Gamma sleight) at end of duration. Duration 1 hr. ","Expensive"
"Gear","Psi Drugs","PsikeOut","EP","325",,"Bolsters Psi abilities. +20 to all Psi skill tests. +2 to all strain DV's. Duration 1 hr. Addictive -10mental.","Expensive"
"Gear","Everyday Technologies","Ecto","EP","325",,"Provide full Mesh access. Include audio/visual/haptic inputs for AR interface.","Low"
"Gear","Everyday Technologies","Holographic Projectors","EP","325",,"Projects Hi-Def realistic 3-D visuals in visual light spectrum.","Low"
"Gear","Everyday Technologies","Micrograv Shoes","EP","325",,"Velcro/magnetic systems enable user to walk in micrograv environments.","Trivial"
"Gear","Everyday Technologies","Portable Sensor","EP","325",,"Small portable/wearable sensor. Must choose type of sensor or multiple sensors at cumulative cost.","Moderate"
"Gear","Everyday Technologies","Specs","EP","326",,"Glasses connect directly to mesh inserts. +10 visual Perception, senses spectrum from Terahertz to Gamma, includes T-ray emitter.","Low"
"Gear","Everyday Technologies","Tools (kit)","EP","326",,"Man portable kit. Specific to 1 Hardware: field skill.","Low"
"Gear","Everyday Technologies","Tools (shop)","EP","326",,"Can be transported by a large vehicle. Specific to 1 Hardware: field skill.","High"
"Gear","Everyday Technologies","Tools (facility)","EP","326",,"Non-mobile. Specific to 1 Hardware: field skill.","Expensive"
"Gear","Everyday Technologies","Utilitool","EP","326",,"Nanite/smartmaterial multi tool. +10 to Mecanical Hardware skills, Opening locks, disarming alarm systems, performing first aid.","Low"
"Gear","Everyday Technologies","Viewers","EP","326",,"+30 to audio/visual perception tests on target. 50x magnification, 50x sound amplification.","Low"
"Gear","Everyday Technologies","Standard Battery","GC",155,,"Rechargeable, high-density superconductors.","Trivial"
"Gear","Everyday Technologies","Nuclear Battery","GC",155,,"Put out 1 kilowatt of power continuously for up to three years. If used as ammo, recharge at 20 shots per hour. Changing a battery is a standard action.","Low"
"Gear","Everyday Technologies","Grip Tape","GC",155,,"Sticky nanotape can be applied to almost any surface, allowing items to be stuck in place with the adhesive power of grip pads.","Trivial"
"Gear","Everyday Technologies","Solar Recharger","GC",155,,"Like Nuclear Batter, but requires sunlight and has 1.5 meter square panel.","Trivial"
"Gear","Everyday Technologies","Wireless Energy Transmitter","GC",155,,"Transfer energy from Nuclear or Solar power source to device within 20 meters.","Trivial"
"Gear","Sensor Systems","Brain Print Scanner","PO","152",,"This portable skullcap takes approximately 5 minutes to thoroughly scan a subject’s brain patterns, producing a verifiable brainprint.","Moderate"
"Gear","Sensor Systems","Fiber Camera","PO","152",,"This camera is made from polymer fabrics, like clothing, that record visual wavelengths but without a lens making them immune to dazzlers and lens spotters.","Moderate"
"Gear","Sensor Systems","Fiberoptic Microphone","PO","152",,"This device is a flexible and mesh-controllable length of fiberoptic cable, it  can record infrasound and ultrasound. +10 to hearing Perception Tests. ","Low"
"Gear","Sensor Systems","Flat Camera","PO","152",,"These cameras rely on an array of tiny, networked micro-lensed imagers. These systems are flat and are easily hidden. Apply ?20 to visually spot.","Moderate"
"Gear","Sensor Systems","Hyperspectral Flat Camera","PO","152",,"These cameras rely on an array of tiny, networked micro-lensed imagers. These systems are flat and are easily hidden. Apply ?20 to visually spot.","High"
"Gear","Sensor Systems","Ghost Imagers","PO","152",,"These devices ignore all visual modifiers and they can see in infrared as well as standard visual frequencies.","High"
"Gear","Sensor Systems","Passive Hyperspectral Imager","PO","153",,"The passive model perceives infrared to ultraviolet frequencies. See the rules for hyperspectral sensors, PO p. 162.","Moderate"
"Gear","Sensor Systems","Active Hyperspectral Imager","PO","153",,"The active model incorporates infrared, ultraviolet, terahertz and radar imaging. See the rules for hyperspectral sensors, PO p. 162.","High"
"Gear","Sensor Systems","Hyperspectral Microphone","PO","153",,"A hyperspectral mic hears the entire audio spectrum, from infrasonic to ultrasonic frequencies.","Moderate"
"Gear","Sensor Systems","ID Scanner","PO","153",,"This small hand-held device is used to read the nanotat IDs carried by most morphs","Low"
"Gear","Sensor Systems","Metal Detector","PO","153",,"These devices use frequency induction to detect metals that are not apparent. They can be used to locate weapons, cyberware, or contraband.","Low"
"Gear","Sensor Systems","Motion Detector","PO","153",,"This device is able to operate passivly or activly to detect movement withing it vicinity. ","Low"
"Gear","Sensor Systems","Personal Interaction Sensor","PO","153",,"A worn device that gives users a +20 modifier to Kinesics Tests.","Moderate"
"Gear","Sensor Systems","Quantum Dot Camera Displays","PO","153",,"These devices act as both a display and a camera, they can be painted on any surface, are hyperspectral and do not have lenses.","High"
"Gear","Sensor Systems","Quantum Radar","PO","153",,"This device uses entangled emissions to provide a high resolution image to the user. +20 to Perception Tests using this system. ","High"
"Gear","Sensor Systems","Sensor Concealment","PO","153",,"This modification applies a -30 to tests to spot and identity sensors.","Low"
"Gear","Sensor Systems","Super-Wide Camera","PO","153",,"This camera can view a 300 square kiliometers with a 0.1 meter resolution. ","Moderate"
"Gear","Sensor Systems","Hyperspectral Super-Wide Camera","PO","153",,"This camera can view a 300 square kiliometers with a 0.1 meter resolution. ","High"
"Gear","Exploration Gear","""Blue Box"" Portable Gate Control Unit","GC",155,,"Portable gate control unit (GC p. 142). Requires a Hardware: Electronics Test as a Task Action with a –10 modifier and a timeframe of 1 hour.","Expensive"
"Gear","Exploration Gear","Gate Probe","GC",156,,"Portable medium-sized self-deploying sensor packages. Taking a measurement requires only 1 Action Turn. Has Perception 40 and Academics: Chemistry 60","Moderate"
"Gear","Exploration Gear","Mapping Missile","GC",156,,"Small orbital missile which provides low res planetary map data in 1-2 days. Has Perception 40 and Academics: Chemistry 60","Moderate"
"Gear","Exploration Gear","Portable Solarchive","GC",156,,"Small data storage units that hold mesh libraries for specific subjects (one knowledge skill at 60). Allows queries and research tests for that subject as if connected to the mesh.","Low"
"Gear","Exploration Gear","Scout Missile","GC",156,,"Disposable launch tube with sensor missiles. Maps 5km radius or 10km in a direction in 20 min and has a Perception of 40.","Moderate"
"Gear","Nanotechnology","Healing Vats","EP","326",,"Repairs any injury up to replacement of body if head is available. Also used for installing implants and body sculpting.","High"
"Gear","Nanotechnology","Nanodetectors","EP","327",,"Detects nanobots with a skill of 30, +30 for active swarm, -10 for bots outside of swarm. Academics:Nanotech 30 for analysis.","Low"
"Gear","Nanotechnology","Desktop Cornucopia Machine","EP","327",,"Desk sized universal Fabber, 40L internal volume. Requires; power source, blue prints, raw materials. Disassembler included.","Expensive"
"Gear","Nanotechnology","Fabber","EP","328",,"Small specialized nanofabricator, 4L internal volume. Able to make one type of item e.g. Food, tools, medical supplies.","Moderate"
"Gear","Nanotechnology","Maker (low)","EP","328",,"With proper recycling can provide nutrition for up to 3 people. Flavored drinks edible gels, limited range of flavors, mostly bad.","Low"
"Gear","Nanotechnology","Maker (moderate)","EP","328",,"With proper recycling can provide nutrition for up to 3 people. Flavored drinks edible gels ration bars, expanded range of flavors. ","Moderate"
"Gear","Nanotechnology","General Hive","EP","328",,"Capable of producing any conceivable type of nanobot. Blueprints/programming reqd. Dimensions; 30x30x30cm, 25L internal volume","Expensive"
"Gear","Nanotechnology","Specialized Hive","EP","328",,"Produces 1 type of nanomachine. Minimum size 30cc","Moderate"
"Gear","Nanotechnology","Ego Bridge","EP","328",,"(See also p.268,271) Vat device used for Ego uploading/resleeving to Biomorphs/Pods. Uploading takes 5min. Resleeving takes 1hr.","Expensive"
"Gear","Nanoswarms","Cleaners","EP","329",,"May be programmed to simply clean an area or remove hazardous substances, may also be used to eliminate forensic evidence.","Low"
"Gear","Nanoswarms","Disassemblers","EP","329",,"Can break down any matter, or to react only with specific materials, Inflict 1d10÷2DV/Action Turn, Damage accumulates to Wound.","High"
"Gear","Nanoswarms","Engineers","EP","329",,"Used for construction purposes: can excavate, create structures, reinforce structures.","Moderate"
"Gear","Nanoswarms","Fixers","EP","329",,"Repairs 1d10DV/2hrs. Repairs 1 wound/day. Cannot repair object with more than 3 wounds, assists in repair, +30 to all repair rolls","Moderate"
"Gear","Nanoswarms","Injectors","EP","329",,"Inflicts 1DV and delivers a chemical payload to biological targets.","Moderate"
"Gear","Nanoswarms","Gardeners","EP","329",,"Does agricultural tasks including defoliation. ","Moderate"
"Gear","Nanoswarms","Guardians","EP","329",,"Detect and attacks other unauthorized nanobots. Inflicts 1d10÷2DV/Action Turn to other nano swarms.","Moderate"
"Gear","Nanoswarms","Proteans","EP","329",,"Creates 1 pre-programmed type of device. Must be able to disassemble appropriate raw materials from environment. Time 1hr/cost category","High"
"Gear","Nanoswarms","Saboteurs","EP","329",,"Causes hidden damage to electronics and machinery, 1d10÷2DV/Action Turn. Armor is ineffective, Damage accumulates to wound.","High"
"Gear","Nanoswarms","Scouts","EP","329",,"Maps and explores an area collecting and analyzing samples of all materials. Often used for forensic investigation.","High"
"Gear","Nanoswarms","Taggants","EP","329",,"Nanite tracking bugs. Can broadcast location to mesh or respond only to encrypted query.","Low"
"Gear","Nanoswarms","Nanotat Eraser","PO","152",,"This illegal nanoswarm is designed to eradicate all signs of nanotatIDs. It takes 5 minutes and iches like crazy.","Expensive"
"Gear","Nanoswarms","Smart Plankton","PO","152",,"A varient of smart dust designed for underwarter use. This swarm can record video, audio, temperature, chemical traces and movement. ","Moderate"
"Gear","Smart Animals","Fur Coat","EP","330",,"Living clothing skin, fur or scales with wireless controls and haptic interfaces, and sometimes useful features.","Low"
"Gear","Smart Animals","Smart Dog","EP","330",,"Used as guardians as well as pets, can be enhanced with bioware and cybernetics.","Moderate"
"Gear","Smart Animals","Smart Monkey","EP","330",,"Useful and intelligent aides, also adept at minor larceny and sometimes employed by criminal groups, and organ grinders","Moderate"
"Gear","Smart Animals","Smart Rat","EP","330",,"Clever and dexterous intelligent pets that easily fit in small spaces.","Low"
"Gear","Smart Animals","Smart Roach","EP","330",,"The size of a small dog and often biosculpted for bright colors, useful for minor janitorial duties. ","Low"
"Gear","Smart Animals","Police Baboon","SW","168",,"Adapted for Martian atmosphere, used for tracking, guarding, crowd  control. May turn on handler in mentally stressful situations.","High"
"Gear","Smart Animals","Rust Hound","SW","168",,"Large transgenic dog. Adapted for Martian atmosphere, sometimes used for scent tracking.","High"
"Gear","Smart Animals","Smart Camel","GC",157,,"Less smelly and less obstinate than their unmodified forebears","Moderate"
"Gear","Smart Animals","Smart Horse","GC",157,,"Favored for riding and hauling gear and respond well to verbal commands.","Moderate"
"Gear","Smart Animals","Smart Wolf","GC",157,,"Smart wolves are sometimes favored over smart dogs as guardian animals and companions, partly because they tend to be more vicious and are superior tracker","Moderate"
"Gear","Smart Animals","Bees and Gardener Wasps","PO","154",,"A swarm of enhanced wasps/bees that provide basic gardening asistance and ocasional security.","Low"
"Gear","Smart Animals","Guard Dog","PO","154",,"These smart dogs are trained for security or policing purposes and upgraded with bioweave, enhanced vision, hardened skeleton, and reflex booster implants.","High"
"Gear","Smart Animals","Smart Hawk","PO","155",,"Enhanced versions of predatory birds are common in large open habitats. Some have been trained for surveillance or security purposes.","Moderate"
"Gear","Smart Animals","Smart Racoon","PO","155",,"Raccoon helpers are employed as personal assistant and for many of the same tasks as smart monkeys.","Moderate"
"Gear","Smart Animals","Smart Cat","PO","155",,"Though smart cats let people pet and feed them, they are even more stubborn and independent than their forebears. Nevertheless, some have been trained.","Moderate"
"Gear","Smart Animals","Swarm Cat","PO","155",,"The creation of scum genehackers for competitions. A unique assortment of enhancements should be expected.","High"
"Gear","Scavenger Tech","Disassembly Tools","EP","330",,"Used for salvage and demolitions, includes both heavy energy tools like plasma torches and smart hand tools like wrenches.","High"
"Gear","Scavenger Tech","Mobile Lab","EP","330",,"Hand held device with sensor suite for performing detailed chemical and material analysis. AI equipped with Academics: Chemistry 30.","Moderate"
"Gear","Scavenger Tech","Specimen Container","EP","330",,"Capsule can hold any sort of sample in stasis or reproduce a wide variety of environmental conditions; Heat, cold, pressure etc,.","Low"
"Gear","Scavenger Tech","Superthermite Charges","EP","330",,"Highly stable demolition charge delivers 2d10+5DV, Charge may be shaped with Demolitions test to focus damage.","Moderate"
"Gear","Services","Anonymous Account","EP","330",,"(See also p.252) An encrypted anonymous communications channel for messaging and credit transfer, virtually impossible to track.","Moderate"
"Gear","Services","Backup","EP","330",,"A one time Ego backup, with no reinstantiation insurance.","Moderate"
"Gear","Services","Backup Insurance (low)","EP","330",,"Periodic Ego backup possible stack retrieval and reinstantiation as an infomorph in the event of death. For low risk individuals.","Low"
"Gear","Services","Backup Insurance (mod)","EP","330",,"Periodic Ego backup possible stack retrieval and reinstantiation into a basic morph in the event of death. For high risk individuals.","Moderate"
"Gear","Services","Body Bank","EP","331",,"Storage for unused morphs with a monthly charge.","Moderate"
"Gear","Services","Fake Ego ID","EP","331",,"A fabricated identity that will pass inspection in most jurisdictions, often registered to criminal or autonomist habitats.","High"
"Gear","Services","Simulspace Subscription","EP","331",,"A daily (low cost) or monthly (moderate cost) subscription to a virtual community or private virtual space.","Moderate"
"Gear","Services","Small Animal Care","PO","154",,"Care for a small/medium animal for a week.","Low"
"Gear","Services","Large Animal Care","PO","154",,"Care for a large animal for a week.","Moderate"
"Gear","Services","Animal Training","PO","154",,"One month of traning for an animal.","Moderate"
"Gear","Services","Blind Spot/Route","PO","154",,"A map into or out of a location that is normally under surveillance. ","High"
"Gear","Services","Passive ID Protection","PO","154",,"Services to mornitor ID to prevent theft or abuse.","Low"
"Gear","Services","Active ID Protection","PO","154",,"An active service that goes out of its way to protect an identity. Notifying authorities of theft attempts and directil blocking attacks.","Moderate"
"Gear","Services","Privacy Suite","PO","154",,"An hours access to a private room.","Low"
"Gear","Services","Private Sensor Feed","PO","154",,"Rented access to a high quality sensor feed.","Low"
"Gear","Programs","AR Illusions","EP","331",,"(See also p.259) An illusion imposed on the entopics/haptics of a target. May impose -10 to -30 modifiers to the targets actions.","Moderate"
"Gear","Programs","Encryption","EP","331",,"(See also p. 253) Crypto software generates key pairs, encrypts messages using public keys, and decrypts with secret keys.","Low"
"Gear","Programs","Exploit","EP","331",,"(See also p.254) Software tools reqd. for a hacker to make intrusion attempts.","High"
"Gear","Programs","Facial/Image Recognition","EP","331",,"Pattern matching software that correlates between a sample and sets of biometric data, e.g. facial, vocal, kinesic, fingerprint, etc..","Low"
"Gear","Programs","Firewall","EP","331",,"Protects a device from unauthorized intrusion. All mesh enabled devices have a standard version of this software.","Low"
"Gear","Programs","Sniffer","EP","331",,"(see also p.252) Locates and tabulates all transmissions in range of searching device.","Moderate"
"Gear","Programs","Spoof","EP","331",,"(See also p.255) Hacker software used to fake commands and authorizations to other devices.","Moderate"
"Gear","Programs","Tactical Networks","EP","331",,"(See also p.205) Tactical, real-time, data sharing and squad coordination software.","Moderate"
"Gear","Programs","Tracking","EP","331",,"(See also p.251) Tracks, traces and monitors mesh activity.","Moderate"
"Gear","Programs","XP (Low)","EP","331",,"Unrestricted, common, legal Experience Playback recordings often containing entertainment, scholastic or training content.","Low"
"Gear","Programs","XP (Moderate)","EP","331",,"Restricted, quasi-legal, uncommon Experience Playback recordings often containing entertainment, scholastic or training content.","Moderate"
"Gear","Programs","XP (High)","EP","331",,"Universally restricted, Rare Experience Playback recordings, containing highly distasteful content or forbidden knowledge. ","High"
"Gear","Programs","Behavioral Psych","PO","156",,"A program that uses provided data to build a psychological profile.","High"
"Gear","Programs","Event Reconstruction Software","PO","156",,"Combines sensor data to help build a simulspace environemnt to help investigations.","High"
"Gear","Programs","Fake Brainprint Plug-In","PO","156",,"A program used by infomorphs and characters with cyberbrains, it allows the user to fake a brainprint scan. ","Expensive"
"Gear","Programs","Kinesics Software","PO","156",,"Gives a +10 to Kinesocs Tests.","Moderate"
"Gear","Programs","Probability Mapping","PO","156",,"When supplied with data on a particular person, this software can make a guess as to their likely current whereabouts, activities, and possibly even moods.","High"
"Gear","Programs","Radio Motion Detector","PO","156",,"Software that uses wireless mesh signals to act as a low resolution form of passive radar.","Low"
"Gear","Programs","Relationship Mapping","PO","156",,"This program is useful for identifying a person’s social relationships, including friends, relatives, lovers, co-workers and conspirators.","Moderate"
"Gear","AI & Muses","Bot/Vehicle AI","EP","331",,"Limited AI with skills necessary to operate a specific vehicle autonomously.","High"
"Gear","AI & Muses","Device AI","EP","331",,"Limited AI with skills necessary to operate a specific device autonomously.","Moderate"
"Gear","AI & Muses","Kaos AI","EP","332",,"An AI designed to work with and support hackers and covert ops teams with skills necessary to infiltrate and sabotage systems.","Expensive"
"Gear","AI & Muses","Security AI","EP","332",,"An AI with the skills necessary to monitor and protect electronic system against intrusion.","High"
"Gear","AI & Muses","Standard Muse","EP","332",,"Digital personalities designed to assist a character in everyday life and work.","High"
"Gear","AI & Muses","Animal Keeper AI","PO","155",,"A muse for smart animals, if the animal is equipped with a puppet sock it can also jam it like a biodrone.","Moderate"
"Gear","AI & Muses","Sensor AI","PO","157",,"AI present in most of the shelf sensor systems.","Moderate"
"Gear","AI & Muses","Technician AI","PO","157",,"An AI that is used on habitats and aboard ships to direct the work of repair drones.","Moderate"
"Gear","Scorchers","Bedlam","EP","332",,"Assaults Egos in cyberbrains with traumatic mental input inflicting 1d10SV each attack.","High"
"Gear","Scorchers","Cauterizer","EP","332",,"Assaults Egos in cyberbrains with neurological damage inflicting 1d10+5DV each attack.","High"
"Gear","Scorchers","Nightmare","EP","332",,"Inflicts panic, anxiety in cyberbrains, Targets are shaken, -10 to all actions for 1 Turn, make WILLx2 test or suffer 1d10÷2SV and flee.","High"
"Gear","Scorchers","Shutter","EP","332",,"Inflicts sensory shutdown in cyberbrains, target suffers -30 modifier to one sense. Modifier is reduced by 10 points per Turn.","High"
"Gear","Scorchers","Spasm","EP","332",,"Inflicts debilitating pain on cyberbrains, Target suffers -30 to all actions, must make WILx2 or convulse for 1Turn/10MoF.","High"
"Gear","Skillsofts","Skillsoft","EP","332",,"Provides user with rating 40 in the selected skill","High"
"Gear","Survival Gear","Breadcrumb Positioning","EP","332",,"Wearable system leaves micro tracking devices as user moves creating a mesh enabled map of the user's path.","Low"
"Gear","Survival Gear","Electrogravitic Net","EP","332",,"Allows a person to land safely from a fall of 50m in 1 G. Must be recharged after one use.","Moderate"
"Gear","Survival Gear","Electronic Rope","EP","332",,"50m smart material rope can be electronically controlled to move and wrap itself around objects. Can support up to 250kg.","Low"
"Gear","Survival Gear","Emergency Bubble","EP","332",,"Inflatable emergency habitat accommodates 4, provides air, water, food recycling, protects from temps. -175 to 140C.","Moderate"
"Gear","Survival Gear","Emergency Distress Beacon","EP","333",,"A transmitter that will broadcast a programmed distress call for years. Range: 500km urban, 5000km elsewhere.","Moderate"
"Gear","Survival Gear","Flashlight","EP","333",,"Handheld or wearable works in spectrum from infrared to ultraviolet.","Trivial"
"Gear","Survival Gear","Nanobandage","EP","333",,"Self sterilizing medical system treats all injury from poison to trauma. Severe injuries may req. physical first aid. (See also p.208)","Trivial"
"Gear","Survival Gear","Repair Spray","EP","333",,"Repairs 1d10DV/2hrs. Repairs 1 wound/day. Cannot repair object with more than 3 wounds, assists in repair, +30 to all repair rolls","Low"
"Gear","Survival Gear","Shelter Dome","EP","333",,"Inflatable tent accommodates 4, provides air, water, food recycling, protects from temps. -175 to 140C. Must be staked down to surface.","Moderate"
"Gear","Survival Gear","Spindle","EP","333",,"can produce 2km of 0.2mm cable at 20m/sec. Can reabsorb and retract cable at 5m/sec. Cable will support 250kg.","Moderate"
"Gear","Survival Gear","Spindle Climber","EP","333",,"Cable gun. Fires spindle cable with hardened tip to embed in hard surface up to 50m. Can pull 250kg load up cable at 2m/sec. 50 uses. ","Low"
"Gear","Survival Gear","Breather","SW","167",,"Backpack unit can supply breathable oxygen indefinitely when supplied with 1kg of water and 2 hrs of sunlight /day. ","Low"
"Gear","Survival Gear","Breather w/ extra power","SW","167",,"Backup power supply for Breather unit increases operational time to 1 week without sunlight.","Moderate"
"Gear","Survival Gear","Breather Bladder","SW","167",,"An accessory to Breather unit stores waste methane to be used to fuel machinery. ","Trivial"
"Gear","Survival Gear","Basic Cold Weather Gear","SW","167",,"Cold weather suit w/ face mask and goggles protects from cold temperatures to -50C, allows full maneuverability.","Trivial"
"Gear","Survival Gear","Survival Cold Weather Gear","SW","167",,"Cold weather suit w/ face mask and goggles protects from cold temperatures to -100C, allows full maneuverability, partially pressurized.","Low"
"Gear","Survival Gear","Pressure Tent (2 person)","SW","168",,"A collapsible heated and pressurized tent also provided oxygen using a Breather.","Low"
"Gear","Survival Gear","Pressure Tent (4 person)","SW","168",,"A collapsible heated and pressurized tent also provided oxygen using a Breather.","Moderate"
"Gear","Survival Gear","Bio-Defense Unit","GC",157,,"Nano hive destroys alien life, toxins, and poisons in 20 meter radius. Alien life within the area takes 1d10/2 per Action Turn.","High"
"Gear","Survival Gear","Bio-Defense Swarm","GC",157,,"As Bio-Defense Unit, but in disposable canister. 10 meter radius and ineffective after 2 weeks.","Moderate"
"Gear","Survival Gear","Defense Beacons","GC",157,,"4 rods placed up to 30 meters from 2 others to create a perimeter. Has alarms, stunners, and microwave agonizers (Beam Weapons 40)","Moderate"
"Gear","Survival Gear","Emergency Rations","GC",158,,"3 days worth of compressed concentrated nourishment.","Trivial"
"Gear","Survival Gear","Filter Straw","GC",159,,"safely drink any liquid that contains even a small amount of water.","Trivial"
"Gear","Survival Gear","Healing Pod","GC",159,,"Heals with the same speed and effectiveness as a healing vat (EP p. 326). Requires either a functional vacsuit or a Life-Support Pack (GC p. 159).","Moderate"
"Gear","Survival Gear","Life Support Pack","GC",159,,"Vacsuit attachment which provides the wearer with pure air for up to 30 days.","Moderate"
"Gear","Survival Gear","Small Air Mask","PO","157",,"A simple breathing mask with a 2 hour air supply.","Trivial"
"Gear","Survival Gear","Large Air Mask","PO","157",,"A simple breathing mask with a 12 hour air supply.","Low"
"Gear","Survival Gear","Small Oxygen Candles","PO","157",,"Provides 15 man hours of oxygen when ignited.","Low"
"Gear","Survival Gear","Large Oxygen Candles","PO","157",,"Provides 75 man hours of oxygen when ignited.","Moderate"
"Gear","Xenoarcheology Gear","Adaptive Interface","GC","161",,"Tool designed to interface with alien technology. Not for use with biotech or hyper advanced nanotech","High"
"Gear","Xenoarcheology Gear","Faraday Container","GC",160,,"A Specimen Container (EP 330) that also blocks all radio, electrical, and radiation.","Low"
"Gear","Xenoarcheology Gear","Scourers","GC",160,,"Microswarm for uncovering buried artifacts. Systematically removes layers of dirt, locating and cleaning foreign objects.","Moderate"
"Gear","Vehicles","Microlight","EP","343",,"Personal aircraft, strut and fabric design with electric propeller motor. Often used in low G habitats with enclosed airspace.","Low"
"Gear","Vehicles","Portable Plane","EP","343",,"A two person electric powered aircraft with configurations for operation on Mars, Titan and Venus.","High"
"Gear","Vehicles","Rocket Buggy","EP","343",,"A private rocket designed for operation on airless moons with low gravity. Capable of reaching orbit or parabolic flight of 30,000km in 1 hr","Expensive"
"Gear","Vehicles","Small Jet","EP","343",,"Methane powered aircraft can be built in a variety of sizes from personal craft to airliners and configurations for Mars, Venus or Titan.","Expensive"
"Gear","Vehicles","Cycle","EP","344",,"Small personal groundcraft have a range of 600km and a top speed of 120kph. May be open or enclosed.","Moderate"
"Gear","Vehicles","Mars Buggy","EP","344",,"A 4 wheel vehicle with large balloon tires can travel 110kph on roads, 90kph on open terrain, 40kph on jagged rocky terrain.","High"
"Gear","Vehicles","EVA Sled","EP","345",,"Used to transport gear in zero G, may also pull along 1 human sized morph.","Low"
"Gear","Vehicles","Rocket Pack","EP","345",,"Back pack with rocket thrusters can keep a person airborne for 15min on Mars, 30min on Luna. Can reach obit and land again from moon","Low"
"Gear","Vehicles","Thruster Pack","EP","345",,"Used to maneuver in open space for EVA. Does not produce enough thrust for atmospheric movement.","Low"
"Gear","Vehicles","Cargo Hauler","SW","168",,"A Large freight hauler equipped for off road use. Passenger compartments provide life support for two.","Expensive"
"Gear","Vehicles","Flying Car","SW","168",,"The size of a small sedan this methane powered vehicle features foldable wings that allow ground operation and a pressurized cabin.","Expensive+"
